subject,session,task,run,bold_mni_path,confounds_path,brain_mask_path,bold_exists,confounds_exists,mask_exists,ready_for_analysis
sub-PC024,ses-01,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC024/ses-01/func/sub-PC024_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC024/ses-01/func/sub-PC024_ses-01_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC024/ses-01/func/sub-PC024_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC025,ses-01,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC025/ses-01/func/sub-PC025_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC025/ses-01/func/sub-PC025_ses-01_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC025/ses-01/func/sub-PC025_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC025,ses-02,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC025/ses-02/func/sub-PC025_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC025/ses-02/func/sub-PC025_ses-02_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC025/ses-02/func/sub-PC025_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC026,ses-01,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC026/ses-01/func/sub-PC026_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC026/ses-01/func/sub-PC026_ses-01_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC026/ses-01/func/sub-PC026_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC026,ses-02,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC026/ses-02/func/sub-PC026_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC026/ses-02/func/sub-PC026_ses-02_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC026/ses-02/func/sub-PC026_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC027,ses-01,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC027/ses-01/func/sub-PC027_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC027/ses-01/func/sub-PC027_ses-01_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC027/ses-01/func/sub-PC027_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC027,ses-02,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC027/ses-02/func/sub-PC027_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC027/ses-02/func/sub-PC027_ses-02_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC027/ses-02/func/sub-PC027_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC028,ses-01,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC028/ses-01/func/sub-PC028_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC028/ses-01/func/sub-PC028_ses-01_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC028/ses-01/func/sub-PC028_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC028,ses-02,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC028/ses-02/func/sub-PC028_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC028/ses-02/func/sub-PC028_ses-02_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC028/ses-02/func/sub-PC028_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC029,ses-01,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC029/ses-01/func/sub-PC029_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC029/ses-01/func/sub-PC029_ses-01_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC029/ses-01/func/sub-PC029_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC029,ses-02,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC029/ses-02/func/sub-PC029_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC029/ses-02/func/sub-PC029_ses-02_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC029/ses-02/func/sub-PC029_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC030,ses-01,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC030/ses-01/func/sub-PC030_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC030/ses-01/func/sub-PC030_ses-01_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC030/ses-01/func/sub-PC030_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC030,ses-02,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC030/ses-02/func/sub-PC030_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC030/ses-02/func/sub-PC030_ses-02_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC030/ses-02/func/sub-PC030_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC031,ses-01,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC031/ses-01/func/sub-PC031_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC031/ses-01/func/sub-PC031_ses-01_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC031/ses-01/func/sub-PC031_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC031,ses-02,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC031/ses-02/func/sub-PC031_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC031/ses-02/func/sub-PC031_ses-02_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC031/ses-02/func/sub-PC031_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC032,ses-01,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC032/ses-01/func/sub-PC032_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC032/ses-01/func/sub-PC032_ses-01_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC032/ses-01/func/sub-PC032_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC032,ses-02,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC032/ses-02/func/sub-PC032_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC032/ses-02/func/sub-PC032_ses-02_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC032/ses-02/func/sub-PC032_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC201,ses-01,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC201/ses-01/func/sub-PC201_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC201/ses-01/func/sub-PC201_ses-01_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC201/ses-01/func/sub-PC201_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC201,ses-02,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC201/ses-02/func/sub-PC201_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC201/ses-02/func/sub-PC201_ses-02_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC201/ses-02/func/sub-PC201_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC202,ses-01,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC202/ses-01/func/sub-PC202_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC202/ses-01/func/sub-PC202_ses-01_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC202/ses-01/func/sub-PC202_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC202,ses-02,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC202/ses-02/func/sub-PC202_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC202/ses-02/func/sub-PC202_ses-02_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC202/ses-02/func/sub-PC202_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC203,ses-01,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC203/ses-01/func/sub-PC203_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC203/ses-01/func/sub-PC203_ses-01_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC203/ses-01/func/sub-PC203_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC203,ses-02,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC203/ses-02/func/sub-PC203_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC203/ses-02/func/sub-PC203_ses-02_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC203/ses-02/func/sub-PC203_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC204,ses-01,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC204/ses-01/func/sub-PC204_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC204/ses-01/func/sub-PC204_ses-01_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC204/ses-01/func/sub-PC204_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC204,ses-02,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC204/ses-02/func/sub-PC204_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC204/ses-02/func/sub-PC204_ses-02_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC204/ses-02/func/sub-PC204_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC205,ses-01,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC205/ses-01/func/sub-PC205_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC205/ses-01/func/sub-PC205_ses-01_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC205/ses-01/func/sub-PC205_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC205,ses-02,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC205/ses-02/func/sub-PC205_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC205/ses-02/func/sub-PC205_ses-02_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC205/ses-02/func/sub-PC205_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC206,ses-01,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC206/ses-01/func/sub-PC206_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC206/ses-01/func/sub-PC206_ses-01_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC206/ses-01/func/sub-PC206_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC206,ses-02,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC206/ses-02/func/sub-PC206_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC206/ses-02/func/sub-PC206_ses-02_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC206/ses-02/func/sub-PC206_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC207,ses-01,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC207/ses-01/func/sub-PC207_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC207/ses-01/func/sub-PC207_ses-01_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC207/ses-01/func/sub-PC207_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC207,ses-02,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC207/ses-02/func/sub-PC207_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC207/ses-02/func/sub-PC207_ses-02_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC207/ses-02/func/sub-PC207_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC208,ses-01,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC208/ses-01/func/sub-PC208_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC208/ses-01/func/sub-PC208_ses-01_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC208/ses-01/func/sub-PC208_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC208,ses-02,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC208/ses-02/func/sub-PC208_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC208/ses-02/func/sub-PC208_ses-02_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC208/ses-02/func/sub-PC208_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC209,ses-01,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC209/ses-01/func/sub-PC209_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC209/ses-01/func/sub-PC209_ses-01_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC209/ses-01/func/sub-PC209_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC209,ses-02,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC209/ses-02/func/sub-PC209_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC209/ses-02/func/sub-PC209_ses-02_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC209/ses-02/func/sub-PC209_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC210,ses-01,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC210/ses-01/func/sub-PC210_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC210/ses-01/func/sub-PC210_ses-01_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC210/ses-01/func/sub-PC210_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC210,ses-02,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC210/ses-02/func/sub-PC210_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC210/ses-02/func/sub-PC210_ses-02_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC210/ses-02/func/sub-PC210_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC211,ses-01,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC211/ses-01/func/sub-PC211_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC211/ses-01/func/sub-PC211_ses-01_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC211/ses-01/func/sub-PC211_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC211,ses-02,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC211/ses-02/func/sub-PC211_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC211/ses-02/func/sub-PC211_ses-02_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC211/ses-02/func/sub-PC211_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC212,ses-01,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC212/ses-01/func/sub-PC212_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC212/ses-01/func/sub-PC212_ses-01_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC212/ses-01/func/sub-PC212_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC212,ses-02,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC212/ses-02/func/sub-PC212_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC212/ses-02/func/sub-PC212_ses-02_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC212/ses-02/func/sub-PC212_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC213,ses-01,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC213/ses-01/func/sub-PC213_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC213/ses-01/func/sub-PC213_ses-01_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC213/ses-01/func/sub-PC213_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC213,ses-02,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC213/ses-02/func/sub-PC213_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC213/ses-02/func/sub-PC213_ses-02_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC213/ses-02/func/sub-PC213_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC214,ses-01,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC214/ses-01/func/sub-PC214_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC214/ses-01/func/sub-PC214_ses-01_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC214/ses-01/func/sub-PC214_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC214,ses-02,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC214/ses-02/func/sub-PC214_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC214/ses-02/func/sub-PC214_ses-02_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC214/ses-02/func/sub-PC214_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
